"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"Код";"Имя";"Количество человек";"global_id";"Год";"Месяц";
"9721";"Егор";"58";"2363291317";"2022";"Март";
"9722";"Давид";"57";"2363291318";"2022";"Март";
"9723";"Сергей";"55";"2363291319";"2022";"Март";
"9724";"Константин";"54";"2363291320";"2022";"Март";
"9725";"Арсений";"53";"2363291321";"2022";"Март";
"9726";"Тимур";"53";"2363291322";"2022";"Март";
"9727";"Владимир";"50";"2363291323";"2022";"Март";
"9728";"Умар";"48";"2363291324";"2022";"Март";
"9729";"Адам";"47";"2363291325";"2022";"Март";
"9730";"Ярослав";"46";"2363291326";"2022";"Март";
"9731";"Павел";"42";"2363291327";"2022";"Март";
"9732";"Амир";"40";"2363291328";"2022";"Март";
"9733";"Николай";"40";"2363291329";"2022";"Март";
"9734";"Георгий";"37";"2363291330";"2022";"Март";
"9735";"Евгений";"35";"2363291331";"2022";"Март";
"9736";"Владислав";"34";"2363291332";"2022";"Март";
"9737";"Али";"34";"2363291333";"2022";"Март";
"9738";"Платон";"32";"2363291334";"2022";"Март";
"9739";"Степан";"31";"2363291335";"2022";"Март";
"9740";"Руслан";"31";"2363291336";"2022";"Март";
"9741";"Леонид";"31";"2363291337";"2022";"Март";
"9742";"Денис";"29";"2363291338";"2022";"Март";
"9743";"Григорий";"28";"2363291339";"2022";"Март";
"9744";"Виктор";"28";"2363291340";"2022";"Март";
"9745";"Глеб";"27";"2363291341";"2022";"Март";
"9746";"Артур";"27";"2363291342";"2022";"Март";
"9747";"Макар";"26";"2363291343";"2022";"Март";
"9748";"Богдан";"25";"2363291344";"2022";"Март";
"9749";"Семён";"25";"2363291345";"2022";"Март";
"9750";"Демид";"24";"2363291346";"2022";"Март";
"9751";"Юсуф";"23";"2363291347";"2022";"Март";
"9752";"Гордей";"22";"2363291348";"2022";"Март";
"9753";"Леон";"22";"2363291349";"2022";"Март";
"9754";"Мирослав";"22";"2363291350";"2022";"Март";
"9755";"Борис";"20";"2363291351";"2022";"Март";
"9756";"Эмир";"19";"2363291352";"2022";"Март";
"9757";"Роберт";"19";"2363291353";"2022";"Март";
"9758";"Алихан";"19";"2363291354";"2022";"Март";
"9759";"Имран";"18";"2363291355";"2022";"Март";
"9760";"Ян";"17";"2363291356";"2022";"Март";
"9761";"Василий";"17";"2363291357";"2022";"Март";
"9762";"Филипп";"17";"2363291358";"2022";"Март";
"9763";"Юрий";"17";"2363291359";"2022";"Март";
"9764";"Олег";"16";"2363291360";"2022";"Март";
"9765";"Герман";"16";"2363291361";"2022";"Март";
"9766";"Артемий";"16";"2363291362";"2022";"Март";
"9767";"Лука";"16";"2363291363";"2022";"Март";
"9768";"Артем";"16";"2363291364";"2022";"Март";
"9769";"Савелий";"15";"2363291365";"2022";"Март";
"9770";"Данила";"15";"2363291366";"2022";"Март";
"9771";"Билал";"15";"2363291367";"2022";"Март";
"9772";"Святослав";"14";"2363291368";"2022";"Март";
"9773";"Игорь";"14";"2363291369";"2022";"Март";
"9774";"Усман";"14";"2363291370";"2022";"Март";
"9775";"Дамир";"13";"2363291371";"2022";"Март";
"9776";"Пётр";"13";"2363291372";"2022";"Март";
"9777";"Захар";"12";"2363291373";"2022";"Март";
"9778";"Антон";"12";"2363291374";"2022";"Март";
"9779";"Даниэль";"12";"2363291375";"2022";"Март";
"9780";"Абдулла";"11";"2363291376";"2022";"Март";
"9781";"Данил";"11";"2363291377";"2022";"Март";
"9782";"Елисей";"10";"2363291378";"2022";"Март";
"9783";"Марсель";"10";"2363291379";"2022";"Март";
"9784";"Тигран";"10";"2363291380";"2022";"Март";
"9785";"Клим";"10";"2363291381";"2022";"Март";
"9786";"Ахмад";"10";"2363291382";"2022";"Март";
"9787";"Эмиль";"10";"2363291383";"2022";"Март";
"9788";"Вячеслав";"9";"2363291384";"2022";"Март";
"9789";"Вадим";"9";"2363291385";"2022";"Март";
"9790";"Ибрагим";"9";"2363291386";"2022";"Март";
"9791";"Алинур";"9";"2363291387";"2022";"Март";
"9792";"Амирхан";"9";"2363291388";"2022";"Март";
"9793";"Тихон";"9";"2363291389";"2022";"Март";
"9794";"Байхан";"9";"2363291390";"2022";"Март";
"9795";"Муслим";"9";"2363291391";"2022";"Март";
"9796";"Арсен";"9";"2363291392";"2022";"Март";
"9797";"Мухаммадали";"8";"2363291393";"2022";"Март";
"9798";"Аслан";"8";"2363291394";"2022";"Март";
"9799";"Всеволод";"8";"2363291395";"2022";"Март";
"9800";"Абдуллах";"8";"2363291396";"2022";"Март";
"9801";"Александр";"177";"2366631695";"2022";"Апрель";
"9802";"Михаил";"171";"2366631696";"2022";"Апрель";
"9803";"Максим";"150";"2366631697";"2022";"Апрель";
"9804";"Артём";"126";"2366631698";"2022";"Апрель";
"9805";"Лев";"124";"2366631699";"2022";"Апрель";
"9806";"Марк";"116";"2366631700";"2022";"Апрель";
"9807";"Иван";"110";"2366631701";"2022";"Апрель";
"9808";"Дмитрий";"103";"2366631702";"2022";"Апрель";
"9809";"Матвей";"99";"2366631703";"2022";"Апрель";
"9810";"Даниил";"96";"2366631704";"2022";"Апрель";
"9811";"Тимофей";"84";"2366631705";"2022";"Апрель";
"9812";"Илья";"76";"2366631706";"2022";"Апрель";
"9813";"Кирилл";"74";"2366631707";"2022";"Апрель";
"9814";"Мирон";"73";"2366631708";"2022";"Апрель";
"9815";"Роман";"70";"2366631709";"2022";"Апрель";
"9816";"Андрей";"69";"2366631710";"2022";"Апрель";
"9817";"Алексей";"67";"2366631711";"2022";"Апрель";
"9818";"Рамазан";"66";"2366631712";"2022";"Апрель";
"9819";"Мухаммад";"57";"2366631713";"2022";"Апрель";
"9820";"Сергей";"55";"2366631714";"2022";"Апрель";
"9821";"Никита";"54";"2366631715";"2022";"Апрель";
"9822";"Константин";"53";"2366631716";"2022";"Апрель";
"9823";"Фёдор";"49";"2366631717";"2022";"Апрель";
"9824";"Давид";"46";"2366631718";"2022";"Апрель";
"9825";"Ярослав";"45";"2366631719";"2022";"Апрель";
"9826";"Владимир";"45";"2366631720";"2022";"Апрель";
"9827";"Арсений";"44";"2366631721";"2022";"Апрель";
"9828";"Тимур";"44";"2366631722";"2022";"Апрель";
"9829";"Егор";"44";"2366631723";"2022";"Апрель";
"9830";"Евгений";"43";"2366631724";"2022";"Апрель";
"9831";"Степан";"36";"2366631725";"2022";"Апрель";
"9832";"Адам";"33";"2366631726";"2022";"Апрель";
"9833";"Георгий";"33";"2366631727";"2022";"Апрель";
"9834";"Григорий";"32";"2366631728";"2022";"Апрель";
"9835";"Умар";"31";"2366631729";"2022";"Апрель";
"9836";"Владислав";"30";"2366631730";"2022";"Апрель";
"9837";"Павел";"29";"2366631731";"2022";"Апрель";
"9838";"Богдан";"28";"2366631732";"2022";"Апрель";
"9839";"Амир";"27";"2366631733";"2022";"Апрель";
"9840";"Платон";"27";"2366631734";"2022";"Апрель";
"9841";"Макар";"26";"2366631735";"2022";"Апрель";
"9842";"Леон";"26";"2366631736";"2022";"Апрель";
"9843";"Савелий";"25";"2366631737";"2022";"Апрель";
"9844";"Руслан";"25";"2366631738";"2022";"Апрель";
"9845";"Денис";"24";"2366631739";"2022";"Апрель";
"9846";"Данила";"23";"2366631740";"2022";"Апрель";
"9847";"Леонид";"23";"2366631741";"2022";"Апрель";
"9848";"Виктор";"22";"2366631742";"2022";"Апрель";
"9849";"Глеб";"21";"2366631743";"2022";"Апрель";
"9850";"Эмир";"21";"2366631744";"2022";"Апрель";
"9851";"Али";"21";"2366631745";"2022";"Апрель";
"9852";"Юрий";"20";"2366631746";"2022";"Апрель";
"9853";"Лука";"20";"2366631747";"2022";"Апрель";
"9854";"Роберт";"19";"2366631748";"2022";"Апрель";
"9855";"Мирослав";"19";"2366631749";"2022";"Апрель";
"9856";"Николай";"18";"2366631750";"2022";"Апрель";
"9857";"Артемий";"18";"2366631751";"2022";"Апрель";
"9858";"Василий";"17";"2366631752";"2022";"Апрель";
"9859";"Имран";"17";"2366631753";"2022";"Апрель";
"9860";"Борис";"17";"2366631754";"2022";"Апрель";
"9861";"Дамир";"16";"2366631755";"2022";"Апрель";
"9862";"Ян";"16";"2366631756";"2022";"Апрель";
"9863";"Олег";"16";"2366631757";"2022";"Апрель";
"9864";"Вадим";"16";"2366631758";"2022";"Апрель";
"9865";"Семён";"16";"2366631759";"2022";"Апрель";
"9866";"Игорь";"16";"2366631760";"2022";"Апрель";
"9867";"Билал";"16";"2366631761";"2022";"Апрель";
"9868";"Филипп";"16";"2366631762";"2022";"Апрель";
"9869";"Юсуф";"14";"2366631763";"2022";"Апрель";
"9870";"Халид";"14";"2366631764";"2022";"Апрель";
"9871";"Данил";"14";"2366631765";"2022";"Апрель";
"9872";"Артур";"14";"2366631766";"2022";"Апрель";
"9873";"Ахмад";"14";"2366631767";"2022";"Апрель";
"9874";"Абдуллах";"14";"2366631768";"2022";"Апрель";
"9875";"Рамзан";"14";"2366631769";"2022";"Апрель";
"9876";"Абдулла";"13";"2366631770";"2022";"Апрель";
"9877";"Ислам";"13";"2366631771";"2022";"Апрель";
"9878";"Даниэль";"13";"2366631772";"2022";"Апрель";
"9879";"Захар";"12";"2366631773";"2022";"Апрель";
"9880";"Демид";"12";"2366631774";"2022";"Апрель";
"9881";"Пётр";"12";"2366631775";"2022";"Апрель";
"9882";"Всеволод";"12";"2366631776";"2022";"Апрель";
"9883";"Усман";"12";"2366631777";"2022";"Апрель";
"9884";"Абубакр";"11";"2366631778";"2022";"Апрель";
"9885";"Алихан";"11";"2366631779";"2022";"Апрель";
"9886";"Тихон";"11";"2366631780";"2022";"Апрель";
"9887";"Артем";"11";"2366631781";"2022";"Апрель";
"9888";"Савва";"10";"2366631782";"2022";"Апрель";
"9889";"Хамза";"10";"2366631783";"2022";"Апрель";
"9890";"Гордей";"10";"2366631784";"2022";"Апрель";
"9891";"Герман";"10";"2366631785";"2022";"Апрель";
"9892";"Родион";"10";"2366631786";"2022";"Апрель";
"9893";"Мухаммед";"9";"2366631787";"2022";"Апрель";
"9894";"Ибрагим";"8";"2366631788";"2022";"Апрель";
"9895";"Самир";"8";"2366631789";"2022";"Апрель";
"9896";"Алан";"8";"2366631790";"2022";"Апрель";
"9897";"Эрик";"8";"2366631791";"2022";"Апрель";
"9898";"Серафим";"7";"2366631792";"2022";"Апрель";
"9899";"Елисей";"7";"2366631793";"2022";"Апрель";
"9900";"Святослав";"7";"2366631794";"2022";"Апрель";
"9901";"Александр";"201";"2369956863";"2022";"Май";
"9902";"Максим";"174";"2369956864";"2022";"Май";
"9903";"Михаил";"148";"2369956865";"2022";"Май";
"9904";"Матвей";"139";"2369956866";"2022";"Май";
"9905";"Артём";"122";"2369956867";"2022";"Май";
"9906";"Лев";"121";"2369956868";"2022";"Май";
"9907";"Марк";"121";"2369956869";"2022";"Май";
"9908";"Иван";"109";"2369956870";"2022";"Май";
"9909";"Даниил";"103";"2369956871";"2022";"Май";
"9910";"Мирон";"97";"2369956872";"2022";"Май";
"9911";"Роман";"96";"2369956873";"2022";"Май";
"9912";"Тимофей";"95";"2369956874";"2022";"Май";
"9913";"Дмитрий";"90";"2369956875";"2022";"Май";
"9914";"Мухаммад";"76";"2369956876";"2022";"Май";
"9915";"Андрей";"76";"2369956877";"2022";"Май";
"9916";"Илья";"70";"2369956878";"2022";"Май";
"9917";"Кирилл";"69";"2369956879";"2022";"Май";
"9918";"Давид";"67";"2369956880";"2022";"Май";
"9919";"Никита";"65";"2369956881";"2022";"Май";
"9920";"Егор";"65";"2369956882";"2022";"Май";
"9921";"Алексей";"60";"2369956883";"2022";"Май";
"9922";"Ярослав";"58";"2369956884";"2022";"Май";
"9923";"Фёдор";"57";"2369956885";"2022";"Май";
"9924";"Арсений";"54";"2369956886";"2022";"Май";
"9925";"Константин";"51";"2369956887";"2022";"Май";
"9926";"Тимур";"50";"2369956888";"2022";"Май";
"9927";"Сергей";"49";"2369956889";"2022";"Май";
"9928";"Макар";"44";"2369956890";"2022";"Май";
"9929";"Амир";"42";"2369956891";"2022";"Май";
"9930";"Владимир";"42";"2369956892";"2022";"Май";
"9931";"Адам";"42";"2369956893";"2022";"Май";
"9932";"Степан";"39";"2369956894";"2022";"Май";
"9933";"Владислав";"38";"2369956895";"2022";"Май";
"9934";"Павел";"37";"2369956896";"2022";"Май";
"9935";"Николай";"36";"2369956897";"2022";"Май";
"9936";"Евгений";"35";"2369956898";"2022";"Май";
"9937";"Леонид";"33";"2369956899";"2022";"Май";
"9938";"Умар";"33";"2369956900";"2022";"Май";
"9939";"Денис";"32";"2369956901";"2022";"Май";
"9940";"Али";"29";"2369956902";"2022";"Май";
"9941";"Богдан";"28";"2369956903";"2022";"Май";
"9942";"Георгий";"28";"2369956904";"2022";"Май";
"9943";"Глеб";"27";"2369956905";"2022";"Май";
"9944";"Савелий";"26";"2369956906";"2022";"Май";
"9945";"Артур";"24";"2369956907";"2022";"Май";
"9946";"Григорий";"23";"2369956908";"2022";"Май";
"9947";"Леон";"23";"2369956909";"2022";"Май";
"9948";"Эмир";"23";"2369956910";"2022";"Май";
"9949";"Роберт";"22";"2369956911";"2022";"Май";
"9950";"Платон";"20";"2369956912";"2022";"Май";
"9951";"Артемий";"20";"2369956913";"2022";"Май";
"9952";"Юрий";"20";"2369956914";"2022";"Май";
"9953";"Руслан";"19";"2369956915";"2022";"Май";
"9954";"Мирослав";"19";"2369956916";"2022";"Май";
"9955";"Лука";"19";"2369956917";"2022";"Май";
"9956";"Юсуф";"18";"2369956918";"2022";"Май";
"9957";"Пётр";"18";"2369956919";"2022";"Май";
"9958";"Виктор";"18";"2369956920";"2022";"Май";
"9959";"Алихан";"18";"2369956921";"2022";"Май";
"9960";"Захар";"17";"2369956922";"2022";"Май";
"9961";"Демид";"17";"2369956923";"2022";"Май";
"9962";"Данила";"16";"2369956925";"2022";"Май";
"9963";"Семён";"16";"2369956926";"2022";"Май";
"9964";"Родион";"16";"2369956927";"2022";"Май";
"9965";"Даниэль";"16";"2369956928";"2022";"Май";
"9966";"Василий";"15";"2369956929";"2022";"Май";
"9967";"Савва";"14";"2369956930";"2022";"Май";
"9968";"Ян";"14";"2369956931";"2022";"Май";
"9969";"Святослав";"14";"2369956932";"2022";"Май";
"9970";"Филипп";"14";"2369956933";"2022";"Май";
"9971";"Усман";"14";"2369956934";"2022";"Май";
"9972";"Артем";"14";"2369956935";"2022";"Май";
"9973";"Вячеслав";"13";"2369956936";"2022";"Май";
"9974";"Станислав";"13";"2369956937";"2022";"Май";
"9975";"Ибрагим";"13";"2369956938";"2022";"Май";
"9976";"Антон";"13";"2369956939";"2022";"Май";
"9977";"Абдуллах";"13";"2369956940";"2022";"Май";
"9978";"Эмин";"13";"2369956941";"2022";"Май";
"9979";"Дамир";"12";"2369956942";"2022";"Май";
"9980";"Олег";"12";"2369956943";"2022";"Май";
"9981";"Елисей";"12";"2369956944";"2022";"Май";
"9982";"Абубакр";"12";"2369956945";"2022";"Май";
"9983";"Арсен";"12";"2369956946";"2022";"Май";
"9984";"Герман";"11";"2369956947";"2022";"Май";
"9985";"Алан";"11";"2369956948";"2022";"Май";
"9986";"Борис";"11";"2369956949";"2022";"Май";
"9987";"Халид";"10";"2369956950";"2022";"Май";
"9988";"Мустафо";"10";"2369956951";"2022";"Май";
"9989";"Мустафа";"10";"2369956952";"2022";"Май";
"9990";"Гордей";"10";"2369956953";"2022";"Май";
"9991";"Всеволод";"10";"2369956954";"2022";"Май";
"9992";"Игорь";"10";"2369956955";"2022";"Май";
"9993";"Билал";"10";"2369956956";"2022";"Май";
"9994";"Мухаммад Али";"10";"2369956957";"2022";"Май";
"9995";"Рамазан";"10";"2369956958";"2022";"Май";
"9996";"Ахмад";"9";"2369956959";"2022";"Май";
"9997";"Мухаммед";"9";"2369956960";"2022";"Май";
"9998";"Нурислам";"9";"2369956961";"2022";"Май";
"9999";"Шамиль";"8";"2369956962";"2022";"Май";
"10000";"Данил";"8";"2369956963";"2022";"Май";
"10001";"Александр";"226";"2375970545";"2022";"Июнь";
"10002";"Михаил";"197";"2375970546";"2022";"Июнь";
"10003";"Максим";"192";"2375970547";"2022";"Июнь";
"10004";"Марк";"154";"2375970548";"2022";"Июнь";
"10005";"Лев";"153";"2375970549";"2022";"Июнь";
"10006";"Артём";"135";"2375970550";"2022";"Июнь";
"10007";"Матвей";"124";"2375970551";"2022";"Июнь";
"10008";"Дмитрий";"114";"2375970552";"2022";"Июнь";
"10009";"Даниил";"114";"2375970553";"2022";"Июнь";
"10010";"Иван";"111";"2375970554";"2022";"Июнь";
"10011";"Роман";"99";"2375970555";"2022";"Июнь";
"10012";"Тимофей";"96";"2375970556";"2022";"Июнь";
"10013";"Кирилл";"90";"2375970557";"2022";"Июнь";
"10014";"Мухаммад";"87";"2375970558";"2022";"Июнь";
"10015";"Андрей";"86";"2375970559";"2022";"Июнь";
"10016";"Мирон";"81";"2375970560";"2022";"Июнь";
"10017";"Егор";"78";"2375970561";"2022";"Июнь";
"10018";"Фёдор";"74";"2375970562";"2022";"Июнь";
"10019";"Владимир";"74";"2375970563";"2022";"Июнь";
"10020";"Ярослав";"69";"2375970564";"2022";"Июнь";
"10021";"Алексей";"68";"2375970565";"2022";"Июнь";
"10022";"Илья";"61";"2375970566";"2022";"Июнь";
"10023";"Сергей";"60";"2375970567";"2022";"Июнь";
"10024";"Никита";"58";"2375970568";"2022";"Июнь";
"10025";"Давид";"57";"2375970569";"2022";"Июнь";
"10026";"Константин";"54";"2375970570";"2022";"Июнь";
"10027";"Тимур";"52";"2375970571";"2022";"Июнь";
"10028";"Арсений";"48";"2375970572";"2022";"Июнь";
"10029";"Богдан";"47";"2375970573";"2022";"Июнь";
"10030";"Амир";"43";"2375970574";"2022";"Июнь";
"10031";"Владислав";"41";"2375970575";"2022";"Июнь";
"10032";"Макар";"40";"2375970576";"2022";"Июнь";
"10033";"Евгений";"39";"2375970577";"2022";"Июнь";
"10034";"Николай";"39";"2375970578";"2022";"Июнь";
"10035";"Павел";"39";"2375970579";"2022";"Июнь";
"10036";"Григорий";"35";"2375970580";"2022";"Июнь";
"10037";"Георгий";"35";"2375970581";"2022";"Июнь";
"10038";"Глеб";"34";"2375970582";"2022";"Июнь";
"10039";"Степан";"34";"2375970583";"2022";"Июнь";
"10040";"Умар";"32";"2375970584";"2022";"Июнь";
"10041";"Али";"32";"2375970585";"2022";"Июнь";
"10042";"Руслан";"30";"2375970586";"2022";"Июнь";
"10043";"Леонид";"30";"2375970587";"2022";"Июнь";
"10044";"Адам";"29";"2375970588";"2022";"Июнь";
"10045";"Юсуф";"26";"2375970589";"2022";"Июнь";
"10046";"Денис";"25";"2375970590";"2022";"Июнь";
"10047";"Дамир";"24";"2375970591";"2022";"Июнь";
"10048";"Савелий";"24";"2375970592";"2022";"Июнь";
"10049";"Леон";"24";"2375970593";"2022";"Июнь";
"10050";"Платон";"23";"2375970594";"2022";"Июнь";
"10051";"Демид";"21";"2375970595";"2022";"Июнь";
"10052";"Пётр";"21";"2375970596";"2022";"Июнь";
"10053";"Виктор";"21";"2375970597";"2022";"Июнь";
"10054";"Эмир";"21";"2375970598";"2022";"Июнь";
"10055";"Захар";"20";"2375970599";"2022";"Июнь";
"10056";"Данила";"20";"2375970600";"2022";"Июнь";
"10057";"Гордей";"20";"2375970601";"2022";"Июнь";
"10058";"Роберт";"20";"2375970602";"2022";"Июнь";
"10059";"Артур";"19";"2375970603";"2022";"Июнь";
"10060";"Семён";"19";"2375970604";"2022";"Июнь";
"10061";"Вячеслав";"18";"2375970605";"2022";"Июнь";
"10062";"Святослав";"18";"2375970606";"2022";"Июнь";
"10063";"Артемий";"18";"2375970607";"2022";"Июнь";
"10064";"Артем";"18";"2375970608";"2022";"Июнь";
"10065";"Халид";"17";"2375970609";"2022";"Июнь";
"10066";"Лука";"17";"2375970610";"2022";"Июнь";
"10067";"Борис";"17";"2375970611";"2022";"Июнь";
"10068";"Олег";"15";"2375970612";"2022";"Июнь";
"10069";"Билал";"15";"2375970613";"2022";"Июнь";
"10070";"Мирослав";"15";"2375970614";"2022";"Июнь";
"10071";"Алинур";"15";"2375970615";"2022";"Июнь";
"10072";"Юрий";"15";"2375970616";"2022";"Июнь";
"10073";"Елисей";"14";"2375970617";"2022";"Июнь";
"10074";"Имран";"14";"2375970618";"2022";"Июнь";
"10075";"Ахмад";"14";"2375970619";"2022";"Июнь";
"10076";"Мухаммадали";"13";"2375970620";"2022";"Июнь";
"10077";"Ян";"13";"2375970621";"2022";"Июнь";
"10078";"Герман";"13";"2375970622";"2022";"Июнь";
"10079";"Игорь";"13";"2375970623";"2022";"Июнь";
"10080";"Алихан";"13";"2375970624";"2022";"Июнь";
"10081";"Абдулла";"12";"2375970625";"2022";"Июнь";
"10082";"Демьян";"12";"2375970626";"2022";"Июнь";
"10083";"Родион";"12";"2375970627";"2022";"Июнь";
"10084";"Антон";"12";"2375970628";"2022";"Июнь";
"10085";"Даниэль";"12";"2375970629";"2022";"Июнь";
"10086";"Алан";"12";"2375970630";"2022";"Июнь";
"10087";"Эмиль";"12";"2375970631";"2022";"Июнь";
"10088";"Вадим";"11";"2375970632";"2022";"Июнь";
"10089";"Ислам";"11";"2375970633";"2022";"Июнь";
"10090";"Ибрагим";"11";"2375970634";"2022";"Июнь";
"10091";"Добрыня";"11";"2375970635";"2022";"Июнь";
"10092";"Мухаммед";"11";"2375970636";"2022";"Июнь";
"10093";"Арсен";"11";"2375970637";"2022";"Июнь";
"10094";"Савва";"10";"2375970638";"2022";"Июнь";
"10095";"Аслан";"10";"2375970639";"2022";"Июнь";
"10096";"Муса";"10";"2375970640";"2022";"Июнь";
"10097";"Василий";"10";"2375970641";"2022";"Июнь";
"10098";"Амин";"10";"2375970642";"2022";"Июнь";
"10099";"Амирхан";"10";"2375970643";"2022";"Июнь";
"10100";"Усман";"10";"2375970644";"2022";"Июнь";
"10101";"Александр";"214";"2382082059";"2022";"Июль";
"10102";"Лев";"197";"2382082061";"2022";"Июль";
"10103";"Максим";"196";"2382082062";"2022";"Июль";
"10104";"Михаил";"194";"2382082063";"2022";"Июль";
"10105";"Иван";"150";"2382082064";"2022";"Июль";
"10106";"Артём";"144";"2382082065";"2022";"Июль";
"10107";"Марк";"142";"2382082066";"2022";"Июль";
"10108";"Матвей";"131";"2382082067";"2022";"Июль";
"10109";"Дмитрий";"113";"2382082068";"2022";"Июль";
"10110";"Даниил";"108";"2382082069";"2022";"Июль";
"10111";"Тимофей";"103";"2382082070";"2022";"Июль";
"10112";"Роман";"102";"2382082071";"2022";"Июль";
"10113";"Кирилл";"97";"2382082072";"2022";"Июль";
"10114";"Андрей";"88";"2382082073";"2022";"Июль";
"10115";"Мирон";"85";"2382082074";"2022";"Июль";
"10116";"Илья";"76";"2382082075";"2022";"Июль";
"10117";"Мухаммад";"75";"2382082077";"2022";"Июль";
"10118";"Егор";"73";"2382082078";"2022";"Июль";
"10119";"Константин";"71";"2382082080";"2022";"Июль";
"10120";"Ярослав";"68";"2382082081";"2022";"Июль";
"10121";"Владимир";"67";"2382082082";"2022";"Июль";
"10122";"Тимур";"67";"2382082083";"2022";"Июль";
"10123";"Никита";"64";"2382082084";"2022";"Июль";
"10124";"Арсений";"63";"2382082085";"2022";"Июль";
"10125";"Фёдор";"62";"2382082086";"2022";"Июль";
"10126";"Алексей";"60";"2382082087";"2022";"Июль";
"10127";"Давид";"57";"2382082088";"2022";"Июль";
"10128";"Павел";"53";"2382082089";"2022";"Июль";
"10129";"Сергей";"48";"2382082090";"2022";"Июль";
"10130";"Умар";"48";"2382082091";"2022";"Июль";
"10131";"Амир";"48";"2382082092";"2022";"Июль";
"10132";"Макар";"42";"2382082093";"2022";"Июль";
"10133";"Степан";"40";"2382082094";"2022";"Июль";
"10134";"Али";"40";"2382082096";"2022";"Июль";
"10135";"Владислав";"38";"2382082097";"2022";"Июль";
"10136";"Григорий";"36";"2382082098";"2022";"Июль";
"10137";"Богдан";"36";"2382082099";"2022";"Июль";
"10138";"Юрий";"35";"2382082100";"2022";"Июль";
"10139";"Георгий";"34";"2382082101";"2022";"Июль";
"10140";"Евгений";"33";"2382082102";"2022";"Июль";
"10141";"Руслан";"33";"2382082103";"2022";"Июль";
"10142";"Николай";"33";"2382082104";"2022";"Июль";
"10143";"Глеб";"32";"2382082105";"2022";"Июль";
"10144";"Леонид";"32";"2382082106";"2022";"Июль";
"10145";"Адам";"32";"2382082107";"2022";"Июль";
"10146";"Пётр";"31";"2382082108";"2022";"Июль";
"10147";"Виктор";"29";"2382082109";"2022";"Июль";
"10148";"Роберт";"29";"2382082110";"2022";"Июль";
"10149";"Савелий";"28";"2382082111";"2022";"Июль";
"10150";"Денис";"27";"2382082113";"2022";"Июль";
"10151";"Леон";"24";"2382082114";"2022";"Июль";
"10152";"Мирослав";"23";"2382082115";"2022";"Июль";
"10153";"Артур";"22";"2382082116";"2022";"Июль";
"10154";"Платон";"22";"2382082117";"2022";"Июль";
"10155";"Алихан";"22";"2382082118";"2022";"Июль";
"10156";"Дамир";"21";"2382082119";"2022";"Июль";
"10157";"Юсуф";"21";"2382082120";"2022";"Июль";
"10158";"Вячеслав";"20";"2382082121";"2022";"Июль";
"10159";"Лука";"19";"2382082122";"2022";"Июль";
"10160";"Демид";"19";"2382082123";"2022";"Июль";
"10161";"Эмир";"18";"2382082124";"2022";"Июль";
"10162";"Артемий";"18";"2382082125";"2022";"Июль";
"10163";"Василий";"18";"2382082126";"2022";"Июль";
"10164";"Семён";"17";"2382082127";"2022";"Июль";
"10165";"Хамза";"17";"2382082128";"2022";"Июль";
"10166";"Данила";"16";"2382082129";"2022";"Июль";
"10167";"Святослав";"16";"2382082130";"2022";"Июль";
"10168";"Имран";"16";"2382082131";"2022";"Июль";
"10169";"Усман";"15";"2382082132";"2022";"Июль";
"10170";"Билал";"15";"2382082134";"2022";"Июль";
"10171";"Ахмад";"14";"2382082135";"2022";"Июль";
"10172";"Халид";"14";"2382082136";"2022";"Июль";
"10173";"Даниэль";"14";"2382082137";"2022";"Июль";
"10174";"Тихон";"14";"2382082138";"2022";"Июль";
"10175";"Абдуллах";"14";"2382082139";"2022";"Июль";
"10176";"Игорь";"13";"2382082140";"2022";"Июль";
"10177";"Марсель";"13";"2382082141";"2022";"Июль";
"10178";"Ислам";"13";"2382082142";"2022";"Июль";
"10179";"Олег";"13";"2382082143";"2022";"Июль";
"10180";"Борис";"13";"2382082144";"2022";"Июль";
"10181";"Герман";"13";"2382082145";"2022";"Июль";
"10182";"Амирхан";"13";"2382082146";"2022";"Июль";
"10183";"Антон";"13";"2382082147";"2022";"Июль";
"10184";"Ян";"12";"2382082148";"2022";"Июль";
"10185";"Артем";"12";"2382082149";"2022";"Июль";
"10186";"Елисей";"12";"2382082150";"2022";"Июль";
"10187";"Всеволод";"12";"2382082151";"2022";"Июль";
"10188";"Данил";"11";"2382082152";"2022";"Июль";
"10189";"Филипп";"11";"2382082153";"2022";"Июль";
"10190";"Ибрагим";"11";"2382082154";"2022";"Июль";
"10191";"Серафим";"11";"2382082156";"2022";"Июль";
"10192";"Алан";"11";"2382082157";"2022";"Июль";
"10193";"Абдулла";"10";"2382082158";"2022";"Июль";
"10194";"Амин";"10";"2382082159";"2022";"Июль";
"10195";"Савва";"10";"2382082160";"2022";"Июль";
"10196";"Абубакр";"10";"2382082161";"2022";"Июль";
"10197";"Станислав";"10";"2382082163";"2022";"Июль";
"10198";"Захар";"9";"2382082164";"2022";"Июль";
"10199";"Эрик";"9";"2382082165";"2022";"Июль";
"10200";"Алим";"9";"2382082166";"2022";"Июль";
"10201";"Лев";"231";"2386772383";"2022";"Август";
"10202";"Александр";"222";"2386772384";"2022";"Август";
"10203";"Михаил";"198";"2386772385";"2022";"Август";
